question_type,workerid,slide_number_in_experiment,trigger_class,block,short_trigger,trigger,content,response,rt,Answer.time_in_minutes
projective,7,17,MC,block1,MC,MC,pizza,0,2680,7.765116666666667
projective,7,18,C,block1,be_annoyed,be_annoyed,jackson,1,3067,7.765116666666667
projective,7,19,MC,block1,MC,MC,hat,0,41033,7.765116666666667
projective,7,20,MC,block1,MC,MC,ballet,0,2599,7.765116666666667
projective,7,21,C,block1,inform,inform,owen,0.96,3560,7.765116666666667
projective,7,22,C,block1,confess,confess,charley,0.02,3142,7.765116666666667
projective,7,23,C,block1,demonstrate,demonstrate,emily,0.01,3010,7.765116666666667
projective,7,24,C,block1,announce,announce,jayden,0,1576,7.765116666666667
projective,7,25,C,block1,acknowledge,acknowledge,danny,0.97,3304,7.765116666666667
projective,7,26,C,block1,prove,prove,frank,0,3184,7.765116666666667
projective,7,27,C,block1,admit,admit,emma,0.66,12604,7.765116666666667
projective,7,28,C,block1,reveal,reveal,grace,0.01,15064,7.765116666666667
projective,7,29,C,block1,discover,discover,zoe,0.03,1720,7.765116666666667
projective,7,30,C,block1,establish,establish,julian,0.43,4378,7.765116666666667
ai,7,32,C,block2,pretend,pretend,isabella,0,11401,7.765116666666667
ai,7,33,C,block2,hear,hear,mia,0,4510,7.765116666666667
ai,7,34,C,block2,confirm,confirm,josie,1,3000,7.765116666666667
ai,7,35,MC,block2,MC,MC,hat,0.98,2552,7.765116666666667
ai,7,36,C,block2,reveal,reveal,grace,0.98,6026,7.765116666666667
ai,7,37,MC,block2,MC,MC,muffins,0.94,2255,7.765116666666667
ai,7,38,C,block2,say,say,jon,1,5632,7.765116666666667
ai,7,39,C,block2,admit,admit,emma,0.98,4367,7.765116666666667
ai,7,40,MC,block2,MC,MC,kids,0.97,1856,7.765116666666667
ai,7,41,C,block2,announce,announce,jayden,0.96,2621,7.765116666666667
ai,7,42,C,block2,inform,inform,owen,0.04,6857,7.765116666666667
ai,7,43,C,block2,know,know,sophia,0,10462,7.765116666666667
ai,7,44,C,block2,see,see,josh,0,4282,7.765116666666667
ai,7,45,C,block2,confess,confess,charley,0.98,3541,7.765116666666667
ai,7,46,MC,block2,MC,MC,pizza,1,2090,7.765116666666667
ai,7,47,MC,block2,MC,MC,ballet,0.96,2416,7.765116666666667
ai,7,48,C,block2,establish,establish,julian,0.94,3294,7.765116666666667
ai,7,49,C,block2,discover,discover,zoe,0,5631,7.765116666666667
ai,7,50,C,block2,prove,prove,frank,0.98,7854,7.765116666666667
ai,7,51,C,block2,suggest,suggest,olivia,0.98,6138,7.765116666666667
ai,7,52,C,block2,acknowledge,acknowledge,danny,0.01,4744,7.765116666666667
ai,7,53,C,block2,be_right,be_right,tony,0.99,5668,7.765116666666667
ai,7,54,C,block2,be_annoyed,be_annoyed,jackson,0.03,3311,7.765116666666667
ai,7,55,C,block2,demonstrate,demonstrate,emily,0.96,24056,7.765116666666667
ai,7,56,MC,block2,MC,MC,garage,1,1868,7.765116666666667
ai,7,57,C,block2,think,think,mary,0,3523,7.765116666666667
ai,8,5,C,block1,hear,hear,tony,0.31,13662,6.521833333333333
ai,8,6,C,block1,be_annoyed,be_annoyed,grace,0.01,8133,6.521833333333333
ai,8,7,MC,block1,MC,MC,garage,0.98,5646,6.521833333333333
ai,8,8,C,block1,establish,establish,julian,0.95,10568,6.521833333333333
ai,8,9,C,block1,pretend,pretend,mia,0.13,7267,6.521833333333333
ai,8,10,C,block1,reveal,reveal,isabella,0.9,7840,6.521833333333333
ai,8,11,C,block1,suggest,suggest,olivia,0.67,5868,6.521833333333333
ai,8,12,MC,block1,MC,MC,kids,1,7043,6.521833333333333
ai,8,13,MC,block1,MC,MC,muffins,1,5140,6.521833333333333
ai,8,14,C,block1,see,see,josie,0.13,6222,6.521833333333333
ai,8,15,C,block1,say,say,frank,1,8216,6.521833333333333
ai,8,16,C,block1,know,know,zoe,0.28,7312,6.521833333333333
ai,8,17,C,block1,think,think,sophia,0.9,7296,6.521833333333333
ai,8,18,C,block1,announce,announce,jayden,0.65,6436,6.521833333333333
ai,8,19,C,block1,prove,prove,mary,1,4535,6.521833333333333
ai,8,20,C,block1,confess,confess,jackson,0.9,5204,6.521833333333333
ai,8,21,C,block1,admit,admit,jon,0.83,5144,6.521833333333333
ai,8,22,C,block1,confirm,confirm,emma,0.86,7194,6.521833333333333
ai,8,23,MC,block1,MC,MC,ballet,0.99,5509,6.521833333333333
ai,8,24,C,block1,inform,inform,emily,0.64,10195,6.521833333333333
ai,8,25,MC,block1,MC,MC,pizza,1,6597,6.521833333333333
ai,8,26,C,block1,acknowledge,acknowledge,charley,0.71,20129,6.521833333333333
ai,8,27,MC,block1,MC,MC,hat,1,3015,6.521833333333333
ai,8,28,C,block1,discover,discover,josh,0.86,6097,6.521833333333333
ai,8,29,C,block1,demonstrate,demonstrate,danny,1,5370,6.521833333333333
ai,8,30,C,block1,be_right,be_right,owen,1,4972,6.521833333333333
projective,8,32,C,block2,prove,prove,mary,0.14,7937,6.521833333333333
projective,8,33,C,block2,discover,discover,josh,1,6844,6.521833333333333
projective,8,34,C,block2,confirm,confirm,emma,0.09,6427,6.521833333333333
projective,8,35,C,block2,think,think,sophia,0.01,6029,6.521833333333333
projective,8,36,MC,block2,MC,MC,pizza,0,5378,6.521833333333333
projective,8,37,C,block2,announce,announce,jayden,0.08,6659,6.521833333333333
projective,8,38,MC,block2,MC,MC,ballet,0,4948,6.521833333333333
projective,8,39,C,block2,be_annoyed,be_annoyed,grace,1,7841,6.521833333333333
projective,8,40,C,block2,inform,inform,emily,1,4486,6.521833333333333
projective,8,41,MC,block2,MC,MC,muffins,0,4103,6.521833333333333
projective,8,42,C,block2,acknowledge,acknowledge,charley,0.81,8874,6.521833333333333
projective,8,43,C,block2,be_right,be_right,owen,0.26,7437,6.521833333333333
projective,8,44,MC,block2,MC,MC,kids,0.01,8003,6.521833333333333
projective,8,45,C,block2,know,know,zoe,1,3435,6.521833333333333
projective,8,46,C,block2,pretend,pretend,mia,0.06,4932,6.521833333333333
projective,8,47,C,block2,say,say,frank,0,4801,6.521833333333333
projective,8,48,C,block2,establish,establish,julian,0.69,6056,6.521833333333333
projective,8,49,MC,block2,MC,MC,garage,0,5974,6.521833333333333
projective,8,50,C,block2,suggest,suggest,olivia,0.16,5084,6.521833333333333
projective,8,51,C,block2,hear,hear,tony,1,6538,6.521833333333333
projective,8,52,C,block2,confess,confess,jackson,0.81,2936,6.521833333333333
projective,8,53,C,block2,admit,admit,jon,1,3802,6.521833333333333
projective,8,54,C,block2,see,see,josie,1,2952,6.521833333333333
projective,8,55,C,block2,demonstrate,demonstrate,danny,0.75,5946,6.521833333333333
projective,8,56,C,block2,reveal,reveal,isabella,0.47,6004,6.521833333333333
projective,8,57,MC,block2,MC,MC,hat,0.01,2738,6.521833333333333
projective,9,5,C,block1,be_right,be_right,grace,0,16720,7.816
projective,9,6,C,block1,suggest,suggest,mary,0,24905,7.816
projective,9,7,C,block1,know,know,danny,0.81,8589,7.816
projective,9,8,C,block1,reveal,reveal,owen,0.86,16980,7.816
projective,9,9,C,block1,inform,inform,sophia,0.82,4100,7.816
projective,9,10,C,block1,admit,admit,tony,0.61,4085,7.816
projective,9,11,MC,block1,MC,MC,kids,0.84,4996,7.816
projective,9,12,C,block1,demonstrate,demonstrate,jon,0,4868,7.816
projective,9,13,C,block1,establish,establish,emily,0.84,3328,7.816
projective,9,14,MC,block1,MC,MC,garage,0.82,4308,7.816
projective,9,15,C,block1,think,think,mia,0.86,3697,7.816
projective,9,16,C,block1,prove,prove,zoe,0.09,3038,7.816
projective,9,17,MC,block1,MC,MC,muffins,0.84,6819,7.816
projective,9,18,C,block1,say,say,frank,0.7,4826,7.816
projective,9,19,MC,block1,MC,MC,ballet,0.09,5216,7.816
projective,9,20,C,block1,pretend,pretend,julian,0.69,5207,7.816
projective,9,21,C,block1,see,see,josie,0.91,6248,7.816
projective,9,22,C,block1,discover,discover,josh,0.72,6407,7.816
projective,9,23,MC,block1,MC,MC,pizza,0.84,3941,7.816
projective,9,24,C,block1,acknowledge,acknowledge,jayden,0.85,2675,7.816
projective,9,25,C,block1,confirm,confirm,olivia,0.14,6606,7.816
projective,9,26,C,block1,confess,confess,isabella,0.09,5017,7.816
projective,9,27,C,block1,be_annoyed,be_annoyed,jackson,0.8,5008,7.816
projective,9,28,C,block1,hear,hear,charley,0.92,5976,7.816
projective,9,29,MC,block1,MC,MC,hat,0.83,4558,7.816
projective,9,30,C,block1,announce,announce,emma,0.88,4817,7.816
ai,9,32,C,block2,confirm,confirm,olivia,1,6025,7.816
ai,9,33,C,block2,acknowledge,acknowledge,jayden,1,4331,7.816
ai,9,34,MC,block2,MC,MC,garage,1,6303,7.816
ai,9,35,MC,block2,MC,MC,kids,1,4469,7.816
ai,9,36,C,block2,announce,announce,emma,0,8107,7.816
ai,9,37,C,block2,say,say,frank,1,10962,7.816
ai,9,38,MC,block2,MC,MC,pizza,1,3589,7.816
ai,9,39,C,block2,know,know,danny,0.98,6596,7.816
ai,9,40,C,block2,think,think,mia,0,6356,7.816
ai,9,41,C,block2,discover,discover,josh,0.98,9125,7.816
ai,9,42,C,block2,reveal,reveal,owen,1,6147,7.816
ai,9,43,C,block2,establish,establish,emily,1,8046,7.816
ai,9,44,C,block2,confess,confess,isabella,0.98,5276,7.816
ai,9,45,C,block2,demonstrate,demonstrate,jon,1,4901,7.816
ai,9,46,C,block2,see,see,josie,0,4603,7.816
ai,9,47,C,block2,admit,admit,tony,0,7285,7.816
ai,9,48,C,block2,hear,hear,charley,0,5171,7.816
ai,9,49,C,block2,prove,prove,zoe,0,6232,7.816
ai,9,50,MC,block2,MC,MC,ballet,1,4116,7.816
ai,9,51,C,block2,pretend,pretend,julian,0.49,7495,7.816
ai,9,52,C,block2,be_right,be_right,grace,1,5047,7.816
ai,9,53,C,block2,inform,inform,sophia,1,5665,7.816
ai,9,54,C,block2,suggest,suggest,mary,0,6257,7.816
ai,9,55,MC,block2,MC,MC,hat,1,5576,7.816
ai,9,56,MC,block2,MC,MC,muffins,1,4857,7.816
ai,9,57,C,block2,be_annoyed,be_annoyed,jackson,0,5986,7.816
ai,10,5,C,block1,pretend,pretend,isabella,0.02,12751,11.243733333333333
ai,10,6,C,block1,confess,confess,grace,0.96,8148,11.243733333333333
ai,10,7,C,block1,confirm,confirm,olivia,0.98,12066,11.243733333333333
ai,10,8,MC,block1,MC,MC,muffins,0.96,5890,11.243733333333333
ai,10,9,C,block1,see,see,frank,0.03,9926,11.243733333333333
ai,10,10,C,block1,suggest,suggest,tony,0.98,16652,11.243733333333333
ai,10,11,C,block1,prove,prove,sophia,0.06,17915,11.243733333333333
ai,10,12,C,block1,reveal,reveal,zoe,0.03,11000,11.243733333333333
ai,10,13,C,block1,admit,admit,owen,0.97,32038,11.243733333333333
ai,10,14,C,block1,hear,hear,mia,0.02,19638,11.243733333333333
ai,10,15,MC,block1,MC,MC,garage,0.98,20394,11.243733333333333
ai,10,16,C,block1,be_right,be_right,danny,0.98,23620,11.243733333333333
ai,10,17,C,block1,establish,establish,mary,0.99,23652,11.243733333333333
ai,10,18,C,block1,acknowledge,acknowledge,emily,1,9335,11.243733333333333
ai,10,19,C,block1,announce,announce,charley,0.01,8913,11.243733333333333
ai,10,20,C,block1,demonstrate,demonstrate,josie,0,21176,11.243733333333333
ai,10,21,MC,block1,MC,MC,ballet,0.99,6424,11.243733333333333
ai,10,22,C,block1,discover,discover,jon,0.01,14247,11.243733333333333
ai,10,23,MC,block1,MC,MC,kids,1,32381,11.243733333333333
ai,10,24,MC,block1,MC,MC,hat,0.98,13798,11.243733333333333
ai,10,25,C,block1,know,know,julian,0,8937,11.243733333333333
ai,10,26,C,block1,say,say,josh,0.02,13186,11.243733333333333
ai,10,27,C,block1,be_annoyed,be_annoyed,jackson,0.01,8180,11.243733333333333
ai,10,28,MC,block1,MC,MC,pizza,1,6376,11.243733333333333
ai,10,29,C,block1,think,think,jayden,0.01,6607,11.243733333333333
ai,10,30,C,block1,inform,inform,emma,0.01,17394,11.243733333333333
projective,10,32,C,block2,reveal,reveal,zoe,0.98,14687,11.243733333333333
projective,10,33,MC,block2,MC,MC,kids,0.02,7063,11.243733333333333
projective,10,34,MC,block2,MC,MC,muffins,0,4947,11.243733333333333
projective,10,35,C,block2,prove,prove,sophia,0,16051,11.243733333333333
projective,10,36,C,block2,inform,inform,emma,0.98,16817,11.243733333333333
projective,10,37,C,block2,pretend,pretend,isabella,0.01,15354,11.243733333333333
projective,10,38,C,block2,suggest,suggest,tony,0.01,8377,11.243733333333333
projective,10,39,MC,block2,MC,MC,garage,0.01,6005,11.243733333333333
projective,10,40,C,block2,be_right,be_right,danny,0.01,6448,11.243733333333333
projective,10,41,MC,block2,MC,MC,ballet,0.01,8108,11.243733333333333
projective,10,42,C,block2,see,see,frank,0.99,15924,11.243733333333333
projective,10,43,C,block2,demonstrate,demonstrate,josie,1,9879,11.243733333333333
projective,10,44,C,block2,hear,hear,mia,0.98,8353,11.243733333333333
projective,10,45,C,block2,acknowledge,acknowledge,emily,0.01,14550,11.243733333333333
projective,10,46,C,block2,know,know,julian,0.97,7666,11.243733333333333
projective,10,47,C,block2,confirm,confirm,olivia,0.01,5849,11.243733333333333
projective,10,48,C,block2,establish,establish,mary,0.02,8379,11.243733333333333
projective,10,49,C,block2,say,say,josh,0.02,9705,11.243733333333333
projective,10,50,C,block2,discover,discover,jon,1,5735,11.243733333333333
projective,10,51,C,block2,be_annoyed,be_annoyed,jackson,0.99,9484,11.243733333333333
projective,10,52,C,block2,confess,confess,grace,0.01,6621,11.243733333333333
projective,10,53,C,block2,think,think,jayden,0.01,5411,11.243733333333333
projective,10,54,MC,block2,MC,MC,pizza,0.01,5450,11.243733333333333
projective,10,55,C,block2,admit,admit,owen,0.01,5529,11.243733333333333
projective,10,56,C,block2,announce,announce,charley,0.99,6276,11.243733333333333
projective,10,57,MC,block2,MC,MC,hat,0,6572,11.243733333333333
projective,11,5,C,block1,establish,establish,josie,0.99,21695,10.3201
projective,11,6,C,block1,see,see,danny,0.99,15287,10.3201
projective,11,7,MC,block1,MC,MC,hat,0.02,13031,10.3201
projective,11,8,C,block1,admit,admit,isabella,0.01,12672,10.3201
projective,11,9,C,block1,demonstrate,demonstrate,grace,0.98,15047,10.3201
projective,11,10,C,block1,be_annoyed,be_annoyed,zoe,0.98,5600,10.3201
projective,11,11,C,block1,hear,hear,jayden,0.94,11688,10.3201
projective,11,12,C,block1,inform,inform,sophia,0.98,11711,10.3201
projective,11,13,C,block1,think,think,emma,0.01,13447,10.3201
projective,11,14,MC,block1,MC,MC,ballet,0.01,5096,10.3201
projective,11,15,C,block1,be_right,be_right,tony,0.01,9744,10.3201
projective,11,16,C,block1,confirm,confirm,emily,0.02,8728,10.3201
projective,11,17,C,block1,confess,confess,owen,0.96,19816,10.3201
projective,11,18,MC,block1,MC,MC,pizza,0.01,5551,10.3201
projective,11,19,C,block1,discover,discover,julian,1,7743,10.3201
projective,11,20,C,block1,prove,prove,mia,0.02,28792,10.3201
projective,11,21,MC,block1,MC,MC,kids,0.01,5120,10.3201
projective,11,22,C,block1,suggest,suggest,josh,0.01,17912,10.3201
projective,11,23,C,block1,reveal,reveal,mary,0.98,6425,10.3201
projective,11,24,MC,block1,MC,MC,garage,0.02,5734,10.3201
projective,11,25,C,block1,know,know,jackson,0.98,5600,10.3201
projective,11,26,C,block1,announce,announce,charley,0.99,7120,10.3201
projective,11,27,MC,block1,MC,MC,muffins,0.02,4848,10.3201
projective,11,28,C,block1,pretend,pretend,olivia,0.01,8735,10.3201
projective,11,29,C,block1,say,say,frank,0.01,4768,10.3201
projective,11,30,C,block1,acknowledge,acknowledge,jon,0.99,7639,10.3201
ai,11,32,C,block2,say,say,frank,0.99,10822,10.3201
ai,11,33,MC,block2,MC,MC,kids,0.98,12184,10.3201
ai,11,34,MC,block2,MC,MC,muffins,0.99,5551,10.3201
ai,11,35,C,block2,prove,prove,mia,0.99,14033,10.3201
ai,11,36,MC,block2,MC,MC,hat,0.99,3975,10.3201
ai,11,37,C,block2,think,think,emma,0.01,9416,10.3201
ai,11,38,MC,block2,MC,MC,garage,0.98,4256,10.3201
ai,11,39,C,block2,discover,discover,julian,0.01,7031,10.3201
ai,11,40,C,block2,announce,announce,charley,0.02,8264,10.3201
ai,11,41,MC,block2,MC,MC,pizza,0.99,3848,10.3201
ai,11,42,C,block2,demonstrate,demonstrate,grace,0.03,18632,10.3201
ai,11,43,C,block2,reveal,reveal,mary,0.99,6400,10.3201
ai,11,44,C,block2,pretend,pretend,olivia,0.01,6496,10.3201
ai,11,45,MC,block2,MC,MC,ballet,0.97,3712,10.3201
ai,11,46,C,block2,confess,confess,owen,0.97,11776,10.3201
ai,11,47,C,block2,suggest,suggest,josh,0.98,7920,10.3201
ai,11,48,C,block2,confirm,confirm,emily,0.97,5849,10.3201
ai,11,49,C,block2,know,know,jackson,0.01,5135,10.3201
ai,11,50,C,block2,establish,establish,josie,0.02,6785,10.3201
ai,11,51,C,block2,hear,hear,jayden,0.02,9415,10.3201
ai,11,52,C,block2,inform,inform,sophia,0.03,7960,10.3201
ai,11,53,C,block2,see,see,danny,0.98,31432,10.3201
ai,11,54,C,block2,be_annoyed,be_annoyed,zoe,0.01,5936,10.3201
ai,11,55,C,block2,be_right,be_right,tony,0.98,5743,10.3201
ai,11,56,C,block2,admit,admit,isabella,0,9369,10.3201
ai,11,57,C,block2,acknowledge,acknowledge,jon,0.02,5193,10.3201
projective,12,5,C,block1,see,see,emma,0.97,14593,11.04
projective,12,6,C,block1,be_right,be_right,olivia,0.02,10623,11.04
projective,12,7,C,block1,think,think,charley,0,28090,11.04
projective,12,8,MC,block1,MC,MC,pizza,0,10048,11.04
projective,12,9,C,block1,confirm,confirm,jayden,0,14830,11.04
projective,12,10,C,block1,pretend,pretend,josh,0,31011,11.04
projective,12,11,C,block1,establish,establish,jackson,0,10061,11.04
projective,12,12,C,block1,hear,hear,sophia,1,9689,11.04
projective,12,13,MC,block1,MC,MC,garage,0,10492,11.04
projective,12,14,C,block1,inform,inform,mia,1,10510,11.04
projective,12,15,C,block1,prove,prove,danny,0,11544,11.04
projective,12,16,C,block1,know,know,emily,1,12626,11.04
projective,12,17,C,block1,announce,announce,grace,1,16297,11.04
projective,12,18,MC,block1,MC,MC,ballet,0,7437,11.04
projective,12,19,C,block1,suggest,suggest,josie,0,12157,11.04
projective,12,20,C,block1,confess,confess,isabella,1,12503,11.04
projective,12,21,MC,block1,MC,MC,kids,0,7260,11.04
projective,12,22,C,block1,admit,admit,zoe,1,9833,11.04
projective,12,23,C,block1,acknowledge,acknowledge,frank,0,16179,11.04
projective,12,24,C,block1,say,say,owen,0,8048,11.04
projective,12,25,C,block1,discover,discover,mary,1,18112,11.04
projective,12,26,MC,block1,MC,MC,hat,0,5004,11.04
projective,12,27,C,block1,reveal,reveal,jon,1,5720,11.04
projective,12,28,MC,block1,MC,MC,muffins,0,6994,11.04
projective,12,29,C,block1,demonstrate,demonstrate,tony,0,8066,11.04
projective,12,30,C,block1,be_annoyed,be_annoyed,julian,1,7452,11.04
ai,12,32,MC,block2,MC,MC,ballet,1,18710,11.04
ai,12,33,C,block2,inform,inform,mia,0,26490,11.04
ai,12,34,C,block2,prove,prove,danny,1,10512,11.04
ai,12,35,C,block2,pretend,pretend,josh,0,14094,11.04
ai,12,36,MC,block2,MC,MC,garage,1,9114,11.04
ai,12,37,C,block2,be_right,be_right,olivia,1,9082,11.04
ai,12,38,C,block2,reveal,reveal,jon,1,8666,11.04
ai,12,39,C,block2,know,know,emily,0,13410,11.04
ai,12,40,C,block2,discover,discover,mary,0,6340,11.04
ai,12,41,C,block2,admit,admit,zoe,0,8440,11.04
ai,12,42,C,block2,suggest,suggest,josie,1,8115,11.04
ai,12,43,MC,block2,MC,MC,hat,1,6034,11.04
ai,12,44,MC,block2,MC,MC,muffins,1,5094,11.04
ai,12,45,C,block2,see,see,emma,0,7050,11.04
ai,12,46,C,block2,establish,establish,jackson,1,6732,11.04
ai,12,47,C,block2,be_annoyed,be_annoyed,julian,0,7282,11.04
ai,12,48,C,block2,acknowledge,acknowledge,frank,1,6332,11.04
ai,12,49,C,block2,confirm,confirm,jayden,1,5928,11.04
ai,12,50,MC,block2,MC,MC,kids,1,5434,11.04
ai,12,51,MC,block2,MC,MC,pizza,1,5640,11.04
ai,12,52,C,block2,say,say,owen,1,9058,11.04
ai,12,53,C,block2,confess,confess,isabella,0,9602,11.04
ai,12,54,C,block2,demonstrate,demonstrate,tony,0,7378,11.04
